0,1,2,3,4,5,6,7,8
0.604994452514612,0.2922150195593272,0.9084527476191498,0.3555062419884913,0.2016687192685087,0.575338005282615,0.3103109513417007,0.7342813769904157,7.398721101163708
0.1780069588998261,0.5662226539934582,0.994861844649882,0.2103250060528741,0.3201526568994505,0.7079087917386544,0.635384488933402,0.1071316266051805,7.005227361900734
0.009076976680729,0.8116261525080638,0.5205203597642096,0.0756866752142825,0.2651118251498523,0.0916516893992498,0.5924151454340054,0.3673202621902793,8.45948161622808
0.5060281642263985,0.6537301230139242,0.3634107791850698,0.1779810485319057,0.0937283043657329,0.1974253305870869,0.7558269002800702,0.2924723386565908,8.284007811285548
0.3599092642495874,0.2490756790115513,0.4959971701962457,0.709214980573863,0.11498719465194,0.289206920817865,0.5572951508023158,0.593881726256155,8.606116791392116
0.7788183442411031,0.0034194994840646,0.3379831296954995,0.5195277781785284,0.8209069931953403,0.5372466890767038,0.5513470979709983,0.6600320863046285,8.541747923679363
0.9086493218407412,0.0622496998191424,0.2382595456226729,0.766603545009941,0.13233596235427,0.9902438143772584,0.6880678220467985,0.7424959411204977,7.327434575740623
0.586371443677204,0.8807357258320967,0.7450207519799246,0.5460348489242288,0.0096488779917458,0.748991763293703,0.230907069700228,0.0979156227907246,7.299872046566419
0.7611373255704504,0.854672389975273,0.3821243305126353,0.3373519833714853,0.6897083204676573,0.309853052128114,0.6313796832481015,0.0419560694570232,7.957874742347002
0.9849332023684456,0.699506257510517,0.998885496855836,0.1801484564734902,0.5801431474590741,0.2310871907181264,0.4908269360401672,0.3136827199071327,5.5921933895401965
0.1120713135258371,0.4377356632709851,0.5965987845349814,0.5927756332692748,0.2269817702642158,0.410104518579152,0.9212375769715896,0.6747527590271146,7.854540990501387
0.7918875083599708,0.5761913364959048,0.694528358625625,0.2834237819617862,0.13675546079122,0.2791618612905221,0.8427672639356422,0.6253279221470336,6.791985783133633
0.1435502957730919,0.9374145150809792,0.2323248181845174,0.0090434853999913,0.4145789302289685,0.4093251687604176,0.5537785219652758,0.2058408004203067,8.976554022457023
0.7699165478399272,0.4587590881725689,0.5590004449351031,0.6946044409635028,0.5031990218946366,0.7283463833634245,0.7842535335112031,0.6631310870647315,7.379082903597236
0.0564474110656116,0.0659555534427098,0.0229286779895441,0.0387864723591111,0.4039354405187773,0.8010553292222439,0.4883070069129935,0.8930849765397529,9.598482002566342
0.862437445195637,0.4827338218170769,0.2818693975258007,0.544102226961036,0.8874902597447282,0.3826546933826803,0.6019019931738884,0.4764616899383671,8.159983191736115
0.3515119035541264,0.5900649415627213,0.9094363038223952,0.6784083544886467,0.2128256556876613,0.0884603802828096,0.4101529952003363,0.1957242918052193,7.13162396619294
